,INDEX,REMOTE,START_DATE,TENURE_YEARS,SALARY,AGE,DISTANCE_FROM_HOME_TO_OFFICE_MILES_IF_NOT_REMOTE,AVERAGE_COMMUTE_MINUTES_IF_NOT_REMOTE,CHANGE_READINESS_1,CHANGE_READINESS_2,CHANGE_READINESS_3,CHANGE_READINESS_4,CHANGE_READINESS_5,CHANGE_COMMITMENT_1,CHANGE_COMMITMENT_2,CHANGE_COMMITMENT_3,CHANGE_COMMITMENT_4,CHANGE_COMMITMENT_5,SLEEP_INTERVENTION,EXERCISE_INTERVENTION,SMOKING_INTERVENTION,PRE_HOURS_OF_SLEEP,PRE_QUALITY_OF_SLEEP,PRE_DAILY_EXERCISE_MIN,PRE_BMI,PRE_SMOKING,POST_HOURS_OF_SLEEP,POST_QUALITY_OF_SLEEP,POST_DAILY_EXERCISE,POST_BMI,POST_SMOKING,PRE_ABSENTEEISM_DAYS_MONTH,PRE_PERFORMANCE,PRE_INTENTION_TO_STAY,POST_INTENTION_TO_STAY,POST_ABSENTEEISM,POST_PERFORMANCE,PRE_ENGAGEMENT_QUESTION_1,PRE_ENGAGEMENT_QUESTION_2,PRE_ENGAGEMENT_QUESTION_3,PRE_SATISFACTION_QUESTION_1,PRE_SATISFACTION_QUESTION_2,PRE_SATISFACTION_QUESTION_3,POST_ENGAGEMENT_QUESTION_1,POST_ENGAGEMENT_QUESTION_2,POST_ENGAGEMENT_QUESTION_3,POST_SATISFACTION_QUESTION_1,POST_SATISFACTION_QUESTION_2,POST_SATISFACTION_QUESTION_3,GENDER_FEMALE,GENDER_MALE,CHILDREN__N,CHILDREN__Y,RACE_ASIAN,RACE_BLACK,RACE_HISPANIC,RACE_NATIVE_AMERICAN,RACE_TWO_OR_MORE_RACES,RACE_WHITE,OFFICE_LOCATION_CO,OFFICE_LOCATION_IL,OFFICE_LOCATION_MN,OFFICE_LOCATION_UT,EMPLOYEE_LEVEL_DIRECTOR,EMPLOYEE_LEVEL_JUNIOR,EMPLOYEE_LEVEL_MANAGER,EMPLOYEE_JOB_FAMILY_ACCOUNTING_AND_FINANCE,EMPLOYEE_JOB_FAMILY_ADMINISTRATIVE,EMPLOYEE_JOB_FAMILY_CUSTOMER_SERVICE,EMPLOYEE_JOB_FAMILY_LEGAL,EMPLOYEE_JOB_FAMILY_MARKETING_AND_SALES
10,CHANGE_READINESS_4,-0.006820564499305705,-0.01793697946526247,0.017936979465262643,0.07615292255457069,0.0211858497502249,0.008980040948984755,-0.0053566129052582435,-0.005305021970838884,0.025672673524089057,0.05093327917568915,1.0,-0.004633416797280649,0.21256666669501662,0.15796915780433082,0.002032344166396802,0.05475369195392716,0.011106206922074794,-0.05169222676901775,-0.014521877546703473,0.052762976911593235,0.005178667532354329,-0.028176849817727258,-0.027599216302084825,0.048020306112466306,0.066325800906766,0.019122884417042,0.09749447193382692,0.07833209240963465,0.003293311710565556,-0.005872397550367225,0.06363123066970808,0.027404562704443268,0.0329247470470769,0.0400876180024619,-0.02597552031536182,0.02313942914857926,0.02877780278894458,0.04728765316914815,0.014780388345528677,-0.006548126753842998,0.018991412950890022,-0.002030397474265167,0.14963628017928618,0.11840599680609253,0.12184470569133005,-0.046228377629662074,-0.027896919658574163,-0.05581886932382736,0.024237850352548593,-0.024237850352548572,-0.004905342322837263,0.004905342322837215,0.003347271933574677,0.014550303478809555,0.025989324745226056,-0.00700065550306922,-0.019942874708681287,-0.01739647994186657,0.020722955824204768,-0.0002644719063983528,-0.017676914779610232,-0.0018753928599079053,0.04732998626611976,-0.09747514857267413,0.07997806877128733,0.01325347002318887,0.006375365961771703,-0.016072503151539307,-0.008051703925577707,0.009224335066782337
11,CHANGE_READINESS_5,-0.037780479237251724,-0.015910881036241907,0.015910881036241803,0.016066236441974153,-0.01856883296666337,0.000495333743301209,-0.004868337980222681,0.057483512387463756,-0.02837520553525511,-0.01026827745942063,-0.004633416797280649,1.0,-0.020008465796024923,0.040750146739453326,0.009382360103705389,0.04274208179429759,0.04926115574482908,-0.18633553237579636,0.0008859108433830087,-0.030105556195884123,0.03900002043194347,-0.013747049714359022,0.020139672970344143,-0.0487327269383561,0.028166674534566484,0.014701677582416929,-0.03962447499047522,0.01810776986370741,-0.045905703270128904,0.038020371900844493,-3.095664613615234e-05,-0.0148744603726206,-0.014430509781260276,-0.02694954149784515,0.03607441377723225,-0.027039177810589354,0.0144145025423416,-0.009994461661523074,-0.04867935823705587,0.0018533532843383067,0.026694091791392482,0.00019806659922388424,0.01401010730234259,0.0012937618754907834,-0.043860192788464855,-0.07129386207151106,-0.06730867454835796,-0.0823645072482104,0.007303638666824548,-0.007303638666824548,0.033939370373470806,-0.0339393703734708,0.056338391902168064,0.010625016296926231,-0.014328354786911558,0.022649554806948618,-0.02521589475122437,-0.03134191697384137,0.04947356848124648,-0.013595577609181668,-0.031176318841659778,-0.0018175498154734996,0.013245885120076337,-0.02064657408912544,0.014831594473234504,-0.035846633544449655,0.0421915853610043,-0.041038179239505354,-0.005521694545051356,0.06505092208770481
12,CHANGE_COMMITMENT_1,0.024972302754914605,-0.03386240510447492,0.03386240510447463,0.06738264928535444,0.05648725776544381,0.06295761706431433,0.06478288500037246,0.006434511860006647,0.050285988154870745,-0.0283936973751064,0.21256666669501662,-0.020008465796024923,1.0,0.2272410841326546,0.020808032611404487,0.027089422582724475,0.06764223260642771,-0.03466095193192396,-0.028217268442911354,0.04478160104113617,-0.023683926455196087,-0.06730338258924431,-0.07103164956536703,0.08698720343959933,0.04110790400521139,-0.011282069100854629,0.0461551066085816,0.04585155378190348,0.007484653979986832,-0.016202794475832668,0.08538350239624092,0.0282292051146761,0.021626070630857926,0.020946996054414326,-0.010911208133336807,-0.003406736353942606,-0.023599451410279335,0.03501503452331722,0.02049930761220958,0.050715148910325865,-0.014332603557430627,-0.015506335696860843,0.11070876184645957,0.12490966264158365,0.12734786292315772,-0.0012523217895068944,-0.021263826102249573,-0.035981797033287015,-0.02413681573490735,0.02413681573490731,0.0038070772948005597,-0.003807077294800625,-0.029334420859368972,0.05336524647562351,-0.045114672819632023,-0.031694200054493096,-0.017711305967744215,0.02412114607695907,0.004658804497143508,0.033476978826444445,0.0017023583552295636,-0.04458958585030917,0.03586524913853999,-0.10244949178432257,0.09314780832014578,0.0550724354468236,0.012576048412155686,-0.010565209347707655,-0.019757574624192788,-0.043771400276443106
13,CHANGE_COMMITMENT_2,-0.003406682137483469,-0.015570910201046957,0.015570910201046536,0.08228315330484924,0.03502229372093905,0.033174796029680105,0.027260575543563693,-0.031842739443721985,-0.010688892695405532,0.02259339743884646,0.15796915780433082,0.040750146739453326,0.2272410841326546,1.0,0.012755973905723842,0.02191312505704712,0.11337126201870158,-0.028470655371396786,-0.017045843747749253,0.08247481202232247,-0.024586810310482807,-0.05720255609297226,-0.021289350946668645,0.08015593948797571,0.06643158694020829,0.005721949135678794,0.06667711120061391,0.08628355902267623,-0.003177031296556809,-0.0036061917999535404,0.06493311900896621,0.05228321277794246,0.014490380936870204,0.02493199177894319,-0.012449345551506865,0.04040397212910492,0.028895518317575353,0.04485663347514079,-0.013660929902500753,-0.020200720698658678,0.0011273555210727269,-0.010386783635831655,0.16306179177452862,0.15239288469537096,0.11853476827371132,-0.014540158070104085,-0.007720236695832792,-0.003292952574107441,0.0011051110279326544,-0.001105111027932687,0.051188221586758675,-0.05118822158675862,-0.04798085009058785,0.059170092417475034,0.06475121925317803,0.05980825300083393,0.034717252761295565,-0.06358931294539034,-0.05128764555594708,0.05785370081671578,0.03508605766457964,-0.05068829554139265,0.05925330576027867,-0.0905620505010939,0.06430092787869297,0.025935203807368756,0.0022442957557705354,0.011024817890834765,-0.0278148899597023,-0.022478246345429432
14,CHANGE_COMMITMENT_3,-0.007616561403023853,0.041738525523252794,-0.04173852552325294,-0.03423319638275787,-0.04253782331053549,-0.007579842465106546,-0.01141695849616078,0.0242689165055395,0.003904818871480279,0.02138487357758073,0.002032344166396802,0.009382360103705389,0.020808032611404487,0.012755973905723842,1.0,0.008369653781502387,0.0663806081566139,-0.18083515904034078,0.03200447330699078,-0.05050039991729892,0.003937070230868945,0.01869439223781347,0.04254697559953816,-0.030584261227394178,-0.006406465010275307,-0.016298240301377272,-0.023786196656591176,0.027040037673839057,-0.007331105257398967,0.015502218293795365,0.011658720935073625,-0.0375219369842965,-0.033286294377961295,-0.03121334740924004,0.02458059258480936,-0.03862894838577395,0.03560049194242013,0.018329660065427644,0.013201910157860474,-0.008878744760166805,-0.017355541864855543,0.0030047403898276533,-0.016607991898025323,-0.011226969974851703,-0.019928152226891954,-0.08337804245730769,-0.09575096461745554,-0.07923355959238088,-0.038933767752048945,0.03893376775204892,-0.023107834206045175,0.023107834206045175,0.022756736597900992,0.044168406083519296,-0.011639531279023431,0.008039551588928086,0.014028936378377944,-0.04140745103723354,0.02377404036902467,-0.029459510969077663,0.014943433778885466,-0.007539903928894954,-0.011918635452685435,0.027893720070585357,-0.023950999840332683,-0.047523293765888236,0.011403886199387812,-0.01322882225536775,0.0482745925377548,0.017401521960671906
15,CHANGE_COMMITMENT_4,-0.040389089794745064,0.003737479247123875,-0.0037374792471242067,0.020438362530827654,-0.008963328351046546,-0.004482464550041015,-0.004297614297586114,0.04078298018147929,0.022826466958842294,-0.0033472229773493234,0.05475369195392716,0.04274208179429759,0.027089422582724475,0.02191312505704712,0.008369653781502387,1.0,0.08225891682358681,-0.16641464409057175,0.021731741248397676,-0.056817534856009086,0.034937582055670616,0.0038876993120118036,0.012930297486851032,0.010105366194828685,0.004296479165795388,0.012239503329973636,-0.004142534012573338,0.016094387518732156,0.011133936371816965,0.0037246860589088392,-0.010218993077664273,0.013994641725438134,0.037158338249922,0.0419032452318153,0.02266815050396896,0.014444674739098114,-0.0005891382507057849,0.0023259434785287123,0.046891798078150776,0.019767447470649492,0.03693063368773055,0.007641384382157784,0.014073528667581551,-0.00027172149976793737,0.018187265590263086,-0.05017045844239618,-0.045066340299070716,-0.06497008623774782,-0.04851414873516026,0.04851414873516024,-0.02098587977232984,0.02098587977232988,0.00531369623771489,-0.009533523045238811,-0.02507696883245531,0.055411539732293784,0.031204885340803047,-0.005011904001568668,-0.02418813931734501,0.02207636823092997,-0.002705122625522373,0.00298519761977567,0.018730960555538544,-0.021574310090131166,0.012296273815831657,-0.025964748237461498,0.0110439336652045,-0.02663016828785697,0.025517669010269955,0.03406621755508555
16,CHANGE_COMMITMENT_5,0.014950162623033749,0.00383888491149314,-0.0038388849114931642,0.02284465831966785,0.01307576845813504,0.022690117357102666,0.016585518988015715,0.04013119406797279,0.013352612621877712,0.016635532885728395,0.011106206922074794,0.04926115574482908,0.06764223260642771,0.11337126201870158,0.0663806081566139,0.08225891682358681,1.0,-0.14140377664057155,-0.005734691748674399,-0.018855729128769427,-0.009693991729767319,-0.026594549878430455,-0.005395740723259887,-0.011372247511180366,0.023485892906438034,-0.0044591594914228355,-0.04132760131659038,0.016100143985119882,-0.008704228102144522,0.00741162287637997,0.021791963680581165,0.015558111465323729,-0.006525999955692203,-0.011292438347881805,0.036745819637719765,-0.024039751577006545,-0.014266220746318871,0.011529022570919313,-0.01205710339137341,0.017898837147304628,0.01842948084290285,0.005586078975079628,0.006221965212862007,0.03699615916008081,0.004461614410605503,-0.0492232676800491,-0.06433301366366506,-0.0803642373802951,0.017305295416392117,-0.017305295416392117,-0.008367733280569244,0.008367733280569221,-0.009186816835645787,0.028241469196661317,-0.006472535882635683,0.017187986360384332,-0.006416061541812238,-0.008659019549200331,0.003697266620056226,-0.006050258488703919,0.011313046116779088,-0.00931075028137829,0.03874634561547694,-0.013726368785500796,-0.00974358893575563,-0.025334276203632027,0.002971583030592657,-0.023947270418316235,0.060799226724878336,0.0034024150587023275
17,SLEEP_INTERVENTION,-0.020385702847135884,-0.005536013855197399,0.005536013855198317,0.010281794230918573,0.009906647240830109,0.010664434521572518,0.010512249868831232,-0.16972939126312964,-0.16881995772453356,-0.09596029704631946,-0.05169222676901775,-0.18633553237579636,-0.03466095193192396,-0.028470655371396786,-0.18083515904034078,-0.16641464409057175,-0.14140377664057155,1.0,-0.03298354531530775,0.2417668889502922,0.0021521348894249074,-0.0015181890732188276,-0.020584521743004923,0.10652113412649603,-0.03455618554420805,0.12126054874847011,0.15529826529360627,0.09537760167757868,-0.06733844964079196,-0.16475860035024995,0.003073476895240445,-0.013002642634773102,-0.014042956306253306,0.03171272373500998,-0.20069229515438078,0.022635896073986563,0.06106107190088569,0.09803275692800337,0.0801131672941782,0.050036981675689915,0.031115502628820135,0.049161746540248685,0.2546625222069555,0.28346266396475367,0.25986827594772016,0.4050607467136431,0.5065437222222153,0.5388508371643638,0.02734557042683364,-0.027345570426833558,-0.003771249575239413,0.0037712495752393847,-0.008208775287450376,-0.04269354359670704,0.0387092746194254,0.02762557428986078,-2.135285791503253e-17,0.0043024235628488965,-0.0011247761391016198,-0.02056075143484835,0.024557293731760407,-0.00232841651086966,0.0020389065421831266,-0.015244948895264367,0.016020262425662613,0.0676881335215893,-0.027280484149520643,0.10988661065104362,-0.14541428689297514,-0.07353631091667724
18,EXERCISE_INTERVENTION,0.028723074184324637,0.659532331749285,-0.6595323317492839,-0.5273710121162707,-0.7435901273781081,-0.034747061717025206,-0.045655577290778286,-0.019848436877692204,0.005568280725735621,0.006847620876578336,-0.014521877546703473,0.0008859108433830087,-0.028217268442911354,-0.017045843747749253,0.03200447330699078,0.021731741248397676,-0.005734691748674399,-0.03298354531530775,1.0,-0.1180311531042624,0.050216537190432745,0.2394447098835609,0.10990631535098926,-0.022958030639841653,-0.18720049299275962,0.03601304696737938,0.0746070232014732,0.14730101767451892,-0.10481347122252918,-0.1656931988259668,-0.18507236095265014,-0.24756029159503778,-0.5471906917944866,-0.4989204881504159,-0.12890499131342278,-0.26383866644832676,0.10819065378749423,0.04920361006656598,0.08851186157050758,-0.15674093454223467,-0.13936068129962834,-0.19842925082466165,0.027862283776467274,-0.0055271085660042185,0.02996109218849726,-0.07119285800662618,-0.11935720007973806,-0.14900855310010264,0.01741138519802868,-0.017411385198028644,0.18423168555381195,-0.1842316855538118,-0.037295203281152926,-0.09560718833864795,0.06807500773516516,-0.005400867970055152,0.05803077576519845,0.02604033499808521,-0.020593375784154173,-0.013458521986967903,0.02859604903590204,0.005375960204941516,-0.3277538308029121,0.6064370479016705,-0.475780712214928,-0.1346108564413009,0.014200591816852851,0.12249208417671828,-0.022734361138618816,-0.013594607182641863
19,SMOKING_INTERVENTION,-0.024928774752404254,-0.12081762770283885,0.12081762770283927,0.09675706937197379,0.12338510318402365,0.03112659371823409,0.03214124803238456,-0.057109145829753724,0.025086973447622916,-0.06747840348865373,0.052762976911593235,-0.030105556195884123,0.04478160104113617,0.08247481202232247,-0.05050039991729892,-0.056817534856009086,-0.018855729128769427,0.2417668889502922,-0.1180311531042624,1.0,-0.022088529854710746,-0.03500280507186916,-0.04219230802923096,0.005127170355361339,0.7196147357612764,0.012971944051782962,0.02160910292160419,-0.03677910854406414,-0.011410399641531664,0.42213448702590795,0.292597204886707,0.16956190797578158,0.09467919144453957,0.09605783577438319,0.08021640092176273,0.1036365231778182,-0.08868639746121301,-0.05777593911099126,-0.11293525098998489,0.026078635367763003,0.03525555541278846,0.015736542711733085,0.13622047161258394,0.14339724161031106,0.08150830941279133,0.07492671217168706,0.1223903853545166,0.1215106711615119,0.025530212791069044,-0.02553021279106901,-0.06842289766042206,0.0684228976604221,-0.01694882275748288,0.008776889656183964,0.009448034473722009,-0.0038627298277608435,-0.021587174699775908,0.008523542354145831,0.0016038887863079828,-0.010470570548839533,0.02635294600920607,-0.01853738129165068,0.05748874571042763,-0.10391538176406209,0.08065812782036334,0.028680828085416245,0.02034948288882951,-0.012054079490561176,-0.018375355931021208,-0.019542572423305093
20,PRE_HOURS_OF_SLEEP,-0.049045152471601614,0.03058765589222069,-0.03058765589222055,-0.0036382331639734193,-0.029381500173407335,-0.4584975456994798,-0.4678904007518001,0.030592245618476913,0.0027249249078766125,0.02625071300776976,0.005178667532354329,0.03900002043194347,-0.023683926455196087,-0.024586810310482807,0.003937070230868945,0.034937582055670616,-0.009693991729767319,0.0021521348894249074,0.050216537190432745,-0.022088529854710746,1.0,0.007700049349884578,0.03963569321021738,-0.07190036377135381,-0.040017748134433026,0.8763676488284514,-0.026760484374341486,0.03975744779450964,-0.06464142982028656,-0.03794167623289774,-0.1181687009697466,-0.026389232722542115,-0.0026567542070144003,0.0031064331063770604,-0.08401433561210603,-0.0077132877682519595,0.06421251725697592,0.09946186634588265,0.023076717976063508,0.0338459305760555,-0.012981764646398261,0.0006935955430338897,0.038589770382472306,0.05462536023431725,0.024544319965062126,-0.012491212231656905,0.02612323408133303,0.019578748329776872,-0.06750656426049575,0.06750656426049577,0.07824053227248044,-0.07824053227248043,0.028548888980042646,-0.02231973347342686,0.011350657836693404,-0.033234764908711356,-0.02341214129482897,0.002789393002430578,0.029907377501010496,-0.020122464907029795,0.019968338651935737,-0.029941121800674313,0.016125907003480617,0.02872065702222133,-0.043255230222824105,0.002734581987973694,0.012446791728580096,0.05211023557838577,-0.00079802545862037,-0.09250604874509394
21,PRE_QUALITY_OF_SLEEP,-0.05706408816718002,0.2496250773175224,-0.24962507731752215,-0.38314422679938137,-0.31177538502490093,-0.02491891816956431,-0.01590771424142895,0.0034786976474672515,0.03998289596475546,0.0003528538610253731,-0.028176849817727258,-0.013747049714359022,-0.06730338258924431,-0.05720255609297226,0.01869439223781347,0.0038876993120118036,-0.026594549878430455,-0.0015181890732188276,0.2394447098835609,-0.03500280507186916,0.007700049349884578,1.0,0.0702010602807078,-0.04567632389999226,-0.0656863829358739,0.022510260718518173,0.7622904566900527,0.07258801649092718,-0.07037308082213344,-0.06911687351166777,-0.26453162056722074,-0.1238361555010341,-0.17199873701525598,-0.15239322326851373,-0.19635413059658258,-0.09249764494715496,0.2048930459649901,0.1551796710724632,0.19846858430557984,-0.0896361392899507,-0.1092634780783304,-0.09312022183109493,0.07431365951228415,0.04280344752101993,0.08478172144644143,-0.08462879821574647,-0.07738901679116808,-0.04485431325968641,0.08782441376848907,-0.0878244137684892,0.036368184788986915,-0.03636818478898693,-0.06793543252278612,-0.09653392711683711,0.04225419038904245,0.018823051248686554,0.008450584025441913,0.0729024515393287,-0.01440550631368391,0.015613797104413168,-0.04993925231612526,0.05168135649878116,-0.28063310114736895,0.4379407333744332,-0.3148131083867742,-0.11182098548377283,0.06302000517356678,0.07849940864770248,-0.027560475060324507,-0.021546910577678005
22,PRE_DAILY_EXERCISE_MIN,-0.11407278655921016,0.13644571596335134,-0.13644571596335076,-0.1079879558575038,-0.17299972782263556,-0.015378199904170602,-0.022266771805677987,0.02837323678567506,0.015800827837819838,0.026852949727340626,-0.027599216302084825,0.020139672970344143,-0.07103164956536703,-0.021289350946668645,0.04254697559953816,0.012930297486851032,-0.005395740723259887,-0.020584521743004923,0.10990631535098926,-0.04219230802923096,0.03963569321021738,0.0702010602807078,1.0,-0.2671288963221665,-0.0730134122398599,-0.021319341712907856,0.03857289293289184,0.8935545692965584,-0.2766649642006355,-0.054343675323672104,-0.34806722979385624,-0.04830258274813507,-0.08547880609001444,-0.03985627741017898,-0.25565264407437505,-0.00044038663560394434,0.36147483991332935,0.3391566617544407,0.32068441687862675,-0.060147319692209905,-0.05226082128395178,-0.06851947216923578,0.22724678602573814,0.2182165285106331,0.19799588006098998,-0.06660174301827275,-0.011400423657806127,-0.028921958972027872,0.04025144688061986,-0.040251446880619934,0.45281246100289985,-0.4528124610028999,0.04629787718786581,-0.09517581127750299,-0.01740147996291465,-0.018960699043282084,-0.032485741543886885,0.05144986918375833,-0.005644212878357457,-0.018540240889969365,-0.006489208093427221,0.033913815051834696,-0.06492511082922793,0.10979412594207408,-0.08248152329654372,-0.020609137342351112,0.04389037943502875,0.0006158467802311941,-0.007844214268512584,-0.014243898154603902
23,PRE_BMI,0.07574055411953294,0.010996166044275302,-0.010996166044275713,-0.006367993304955806,0.01716563858141614,0.025890319024021686,0.0324341553019707,-0.08670804651969179,-0.03181263496094876,0.009636988552593803,0.048020306112466306,-0.0487327269383561,0.08698720343959933,0.08015593948797571,-0.030584261227394178,0.010105366194828685,-0.011372247511180366,0.10652113412649603,-0.022958030639841653,0.005127170355361339,-0.07190036377135381,-0.04567632389999226,-0.2671288963221665,1.0,-0.011560364473128214,-0.04590469087885,-0.01770770270595248,-0.19679881767626473,0.7839269142965897,-0.009426269680992645,0.16464557036291175,0.021626445573596064,0.0009042841659586202,0.004333500131246273,0.12694157688732138,0.03186004340946184,-0.16805866886573254,-0.14026693670628052,-0.1250767100354166,0.0182765827731819,0.04705589281881656,0.033806282108007416,-0.043967567929879575,-0.025043144739016372,-0.011331310185239137,0.10780833841277437,0.08421079738665165,0.06487088532494738,0.0062048611688075685,-0.0062048611688076205,-0.07738301346557848,0.07738301346557828,-0.15963943620720555,0.40284082456159204,0.004792479898876471,0.08326948696603051,0.0477250193343944,-0.17383480812051824,-0.23023170069489146,0.2581949106232894,0.08674603691672349,-0.14867767811764604,-0.02093613802364896,-0.01683629245939315,0.032875342462625426,0.0036998903992235413,-0.024693177891050352,0.04374963309279767,-0.03963176106209731,-0.005011154955669254
24,PRE_SMOKING,-0.004133245692208556,-0.20410966760616112,0.20410966760616103,0.18221701161897555,0.22088566317675257,0.03353763785430471,0.04105962481360008,-0.02365858135853375,0.045455951299807944,-0.033607920155236844,0.066325800906766,0.028166674534566484,0.04110790400521139,0.06643158694020829,-0.006406465010275307,0.004296479165795388,0.023485892906438034,-0.03455618554420805,-0.18720049299275962,0.7196147357612764,-0.040017748134433026,-0.0656863829358739,-0.0730134122398599,-0.011560364473128214,1.0,-0.04306104707251876,-0.05713712523171449,-0.09626893746452775,0.020635944415070197,0.8841914232358601,0.44354878312271695,0.20949449990017993,0.1458387125783233,0.12690283304061595,0.3182166724201906,0.15263918201004895,-0.19126399086585288,-0.16081687284354979,-0.20360597022802146,0.071190139984803,0.0664038682895921,0.05164902421049871,-0.036559209575170074,-0.018922798692430364,-0.07855509701087193,0.028671747344216878,0.019450338204796348,0.012405069047139802,0.014799855291502089,-0.014799855291502082,-0.11136419837300102,0.11136419837300095,-0.01616066575261765,0.057252942318012104,-0.006806434857569493,-0.022861497506522947,-0.033694654436236364,-0.004519730546598391,0.005411868085979043,0.013961512663514334,-0.005352827257219512,-0.015575790007300134,0.11409419023409224,-0.19008111471292136,0.1416879117394817,0.010597557116328645,0.03564055661515788,-0.049700286544094245,0.028743723686743383,-0.003969442865494505
25,POST_HOURS_OF_SLEEP,0.06720221142901096,0.020982681475223756,-0.020982681475223395,-0.02056210814557648,-0.024396531257992144,-0.4262151230734325,-0.4336382956839901,0.011349215630854264,-0.006697007090516803,0.05071796388063561,0.019122884417042,0.014701677582416929,-0.011282069100854629,0.005721949135678794,-0.016298240301377272,0.012239503329973636,-0.0044591594914228355,0.12126054874847011,0.03601304696737938,0.012971944051782962,0.8763676488284514,0.022510260718518173,-0.021319341712907856,-0.04590469087885,-0.04306104707251876,1.0,0.01692413998874302,-0.013339396562836945,-0.057073162292927256,-0.062158767297716244,-0.06905015050616287,-0.05059224616504363,-0.02968424129625374,-0.017762256109418832,-0.08119243744378878,-0.03986004702095339,0.05601304178597355,0.08249893592132734,0.013421029492095489,0.06981497236077622,0.003892232910408546,0.03795525714484213,0.054746096722367014,0.07463664701820577,0.04391894278350866,0.10371557381573863,0.09902421660921142,0.10503099272311271,0.04752540808057203,-0.04752540808057201,-0.012247902157760428,0.012247902157760455,0.010393119821971906,-0.016499974103255,0.026279178556549248,-0.028671249621513652,-0.023308626354662798,0.0019459941233290748,0.008449225861655078,-0.03387129922040958,0.028038220116036225,-0.0009599732169997329,-0.004118294112759936,0.01803594146868957,-0.017836080141515272,-0.004695165776886063,0.027133542369470433,0.07490288191481229,-0.031559068638163566,-0.10270191772974789
26,POST_QUALITY_OF_SLEEP,-0.1047553710055362,0.0846151989447024,-0.08461519894470253,-0.17525583600164604,-0.10454878426243903,-0.0007897555733207107,0.002768390569571094,-0.01389415167815037,0.02084064821483317,0.019385489585813837,0.09749447193382692,-0.03962447499047522,0.0461551066085816,0.06667711120061391,-0.023786196656591176,-0.004142534012573338,-0.04132760131659038,0.15529826529360627,0.0746070232014732,0.02160910292160419,-0.026760484374341486,0.7622904566900527,0.03857289293289184,-0.01770770270595248,-0.05713712523171449,0.01692413998874302,1.0,0.06596535768625811,-0.05037723961293579,-0.10410793135397829,-0.17762888580154468,-0.08633715649429252,-0.04893073968858021,-0.02179877891602105,-0.2360287784736884,-0.027144130283220488,0.22939607569777856,0.22809592802175632,0.2458743865902749,-0.011236649639997865,-0.047037276758895866,-0.03312007978057882,0.23584085047163256,0.22010613542067275,0.2660827113160224,1.1167951409078709e-05,0.0357445920679673,0.07467518748855971,0.06716121354389924,-0.06716121354389928,-0.013194416827596893,0.013194416827596879,-0.042964937796849824,-0.09579001407895331,0.02013337423993399,0.015380744073954043,-0.01376475557385549,0.07649173866684784,-0.021951120801694805,0.019920296395214296,-0.03103574675488263,0.03400256782653107,-0.14846595912906138,0.1832079347452773,-0.11135756611527604,-0.014283362612603594,0.03752920042396617,0.018925897871566923,-0.02661530059490558,-0.02402530804565028
27,POST_DAILY_EXERCISE,-0.07877263183121155,0.16773970025070611,-0.16773970025070598,-0.11670217318082528,-0.20472280248737343,-0.007600440007429945,-0.014184763545415003,0.03098036958576695,0.004351927032683857,0.020011978143331072,0.07833209240963465,0.01810776986370741,0.04585155378190348,0.08628355902267623,0.027040037673839057,0.016094387518732156,0.016100143985119882,0.09537760167757868,0.14730101767451892,-0.03677910854406414,0.03975744779450964,0.07258801649092718,0.8935545692965584,-0.19679881767626473,-0.09626893746452775,-0.013339396562836945,0.06596535768625811,1.0,-0.29428866251498476,-0.0898524808077613,-0.31692980329650466,-0.05992709559829889,-0.10953915490439851,-0.054051221569206005,-0.2726187799649238,-0.006265089907209149,0.3351775319819913,0.3201554111481663,0.2971878330941689,-0.06599829646256537,-0.05182923975284489,-0.06889528477082425,0.2774052329259433,0.2768854387718138,0.24919258147136114,-0.012600171293556351,0.044549404374694235,0.027277491814056243,0.019506013290864852,-0.019506013290864887,0.47901035512643064,-0.4790103551264307,0.024295197533564607,-0.07379959527564096,-0.006738678143898804,-0.024660831798041773,-0.0405280446535684,0.050815628488808405,-0.009323809112973315,-0.011761996874394253,0.011166024895419133,0.010795421688693766,-0.07523374566599544,0.12384385713907975,-0.09172631731380253,-0.02101283638219634,0.03427640113452305,0.014551420765652112,-0.01572474200128249,-0.016756124514965477
